API10,Continous Injected (bbl),Cyclic Injected (bbl),Days Well Injected,Days Well Produced,Field Name,Gas Produced (Mcf),Latitude,Lease Name,Longitude,Month,Oil Produced (bbl),Operator Name,Pool Code,Range,Section,Spud,Total Steam Injected (bbl),Township,Water Injected (bbl),Water Produced (bbl),Well,Well Type Inj,Well Type Prod
0402900522,,,,21.0,Ant Hill,0.0,35.39703,,-118.862005,1981-09-01,468.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,21000.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1981-08-01,614.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,30225.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1981-07-01,842.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,31000.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1981-06-01,744.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,30000.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1981-05-01,767.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,34596.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1981-04-01,734.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33600.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1981-03-01,771.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,34720.0,81,,OG
0402900522,,,,28.0,Ant Hill,0.0,35.39703,,-118.862005,1981-02-01,636.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,31276.0,81,,OG
0402900522,,,,22.0,Ant Hill,0.0,35.39703,,-118.862005,1981-01-01,314.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,24684.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-12-01,725.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,34627.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1980-11-01,649.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33510.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-10-01,1029.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29574.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1980-09-01,588.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,28830.0,81,,OG
0402900522,,,,24.0,Ant Hill,0.0,35.39703,,-118.862005,1980-08-01,246.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,23280.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-07-01,577.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,25854.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1980-06-01,635.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,28710.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-05-01,429.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29605.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1980-04-01,701.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,28650.0,81,,OG
