District #,Formatted API #,Operator Name,Operator Code,Field Name,Field Code,API #,Lease Name,Well #,Well Status,Pool WellTypes,Section,Township,Range,Base Meridian,Area Code,Area Name,Latitude,Longitude,GISSourceCode,DatumCode,BLMWell,DryHole,Directional,Hydraulically Fractured,SPUD Date,Completion Date,Abandoned Date
5,019-06452,Aera Energy LLC,A0610,Coalinga,150,01906452,Penn-Zier,OLD Z-5,P,OG,1,20S,14.0,MD,0,Any Area,36.210132389,-120.400466624,gps,83,N,N,N, ,,,2002-01-09
5,019-21025,Aera Energy LLC,A0610,Coalinga,150,01921025,Penn-Zier,185,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.214828192,-120.393009262,gps,83,N,N,N, ,1977-07-30,1977-08-01,
5,019-21026,Aera Energy LLC,A0610,Coalinga,150,01921026,Penn-Zier,211,P,"OB, OG, SC",1,20S,14.0,MD,0,Any Area,36.213074282,-120.397503488,gps,83,N,N,N, ,1977-07-13,1977-07-16,2006-06-12
5,019-21027,Aera Energy LLC,A0610,Coalinga,150,01921027,Penn-Zier,225,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.212163317,-120.398584539,gps,83,N,N,N, ,1977-07-05,1977-07-09,
5,019-21028,Aera Energy LLC,A0610,Coalinga,150,01921028,Penn-Zier,229,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.212099274,-120.394103301,gps,83,N,N,N, ,1977-07-16,1977-07-18,
5,019-21029,Aera Energy LLC,A0610,Coalinga,150,01921029,Penn-Zier,245,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.211199285,-120.392858228,gps,83,N,N,N, ,1977-08-02,1977-08-04,
5,019-21030,Aera Energy LLC,A0610,Coalinga,150,01921030,Penn-Zier,255,P,"OG, SC",1,20S,14.0,MD,0,Any Area,36.210313365,-120.398530523,gps,83,N,N,N, ,1977-07-10,1977-07-13,2007-11-16
5,019-21031,Aera Energy LLC,A0610,Coalinga,150,01921031,Penn-Zier,273,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.209398355,-120.395235341,gps,83,N,N,N, ,1977-08-13,1977-08-19,
5,019-21042,Aera Energy LLC,A0610,Coalinga,150,01921042,Penn-Zier,243,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.211250307,-120.395244355,gps,83,N,N,N, ,1977-08-05,1977-08-07,
5,019-21136,Aera Energy LLC,A0610,Coalinga,150,01921136,Penn-Zier,443,P,"SF, WF",1,20S,14.0,MD,0,Any Area,36.210759314,-120.394675321,gps,83,N,N,N, ,1978-11-27,1979-07-26,2010-07-01
